,Dyad,Session,Period,P1,P2,Time_begin,Time_end,Duration,SV_Tutor,SV_Tutee,PR_Tutor,PR_Tutee,SD_Tutor,SD_Tutee
18095,9,1,T1 ,oh my god,,08:57.0,08:57.0,00:00.0,,,,,,
18096,9,1,T1 ,oh you would just minus,,08:57.0,08:59.0,00:02.0,,,,,,
18097,9,1,T1 ,yeah you just minus fifteen,,09:00.0,09:01.0,00:01.0,,,,,,
18098,9,1,T1 ,from both sides because then you end up with something equals p,,09:01.0,09:06.0,00:05.0,,,,,,
18099,9,1,T1 ,,okay,09:08.0,09:08.0,00:00.0,,,,,,
18100,9,1,T1 ,like,,09:08.0,09:08.0,00:00.0,,,,,,
18101,9,1,T1 ,I believe so,,09:09.0,09:13.0,00:04.0,,,,,,
18102,9,1,T1 ,so fifteen minus fifteen,,09:14.0,09:17.0,00:03.0,,,,,,
18103,9,1,T1 ,so then it would be negative eight minus fifteen,,09:19.0,09:21.0,00:02.0,,,,,,
18104,9,1,T1 ,hold on,,09:21.0,09:23.0,00:02.0,,,,,,
18105,9,1,T1 ,I think I'm doing this super wrong,,09:23.0,09:34.0,00:11.0,,,,,,
18106,9,1,T1 ,am I right,,09:36.0,09:39.0,00:03.0,,,,,,
18107,9,1,T1 ,I don't think so,,09:39.0,09:39.0,00:00.0,,,,,,
18108,9,1,T1 ,,pause filler what if you did like negative eight minus like take the negative,09:39.0,09:43.0,00:04.0,,,,,,
18109,9,1,T1 ,minus positive fifteen,,09:43.0,09:45.0,00:02.0,,,,,,
18110,9,1,T1 ,,or like what if you did like you added eight to both sides,09:46.0,09:51.0,00:05.0,,,,,,
18111,9,1,T1 ,,would that,09:52.0,09:53.0,00:01.0,,,,,,
18112,9,1,T1 ,it would be,,09:53.0,09:53.0,00:00.0,,,,,,
18113,9,1,T1 ,and it would be,,10:04.0,10:05.0,00:01.0,,,,,,
18114,9,1,T1 ,,twenty-three,10:07.0,10:08.0,00:01.0,,,,,,
18115,9,1,T1 ,twenty-three equals p,,10:09.0,10:11.0,00:02.0,,,,,,
18116,9,1,T1 ,,okay all right we got it,10:12.0,10:15.0,00:03.0,,,,,,
18117,9,1,T1 ,somewhat,,10:16.0,10:17.0,00:01.0,,,,,,
18118,9,1,T1 ,,,10:19.0,12:28.0,02:09.0,,,,,,
18119,9,1,T1 ,I think this one you would do the same thing I believe,,10:20.0,10:25.0,00:05.0,,,,,,
18120,9,1,T1 ,,mm-hmm yeah with the like subtracting negative eleven from both sides,10:26.0,10:31.0,00:05.0,,,,,,
18121,9,1,T1 ,that is positive,,10:31.0,10:32.0,00:01.0,,,,,,
18122,9,1,T1 ,,like did you subtract it to like to cancel it out,10:32.0,10:37.0,00:05.0,,,,,,
18123,9,1,T1 ,mm-hmm okay,,10:38.0,10:39.0,00:01.0,,,,,,
18124,9,1,T1 ,,what do you mean like this,10:40.0,10:41.0,00:01.0,,,,,,
18125,9,1,T1 ,yeah,,10:42.0,10:42.0,00:00.0,,,,,,
18126,9,1,T1 ,,yeah,10:43.0,10:43.0,00:00.0,,,,,,
18127,9,1,T1 ,yeah so like top on it,,10:44.0,10:52.0,00:08.0,,,,,,
18128,9,1,T1 ,so seventeen minus eleven equals k,,10:57.0,11:03.0,00:06.0,,,,,,
18129,9,1,T1 ,,mm-hmm which is pause filler,11:04.0,11:05.0,00:01.0,,,,,,
18130,9,1,T1 ,six I believe right,,11:05.0,11:10.0,00:05.0,,,,,,
18131,9,1,T1 ,,pause filler maybe yes I think so,11:11.0,11:13.0,00:02.0,,,,,,
18132,9,1,T1 ,use your fingers,,11:14.0,11:15.0,00:01.0,,,,,,
18133,9,1,T1 ,,oh yeah they should've had a calculator on this,11:16.0,11:18.0,00:02.0,,,,,,
18134,9,1,T1 ,,oh I got to think,11:18.0,11:20.0,00:02.0,,,,,,
18135,9,1,T1 ,,there's a thing that popped up on my screen,11:22.0,11:24.0,00:02.0,,SV,,,,
18136,9,1,T1 ,is it a calculator,,11:24.0,11:26.0,00:02.0,SV,,,,,
18137,9,1,T1 ,,no it says restart your computer to finish installing the important updates,11:27.0,11:31.0,00:04.0,,SV,,,,
18138,9,1,T1 ,,can I make that,11:32.0,11:32.0,00:00.0,,SV,,,,
18139,9,1,T1 ,just take it off,,11:33.0,11:34.0,00:01.0,SV,,,,,
18140,9,1,T1 ,just take it off (laughter),,11:34.0,11:37.0,00:03.0,SV,,,,,
18141,9,1,T1 ,,no don't restart now,11:37.0,11:37.0,00:00.0,,SV,,,,
18142,9,1,T1 ,,I don't know how to click on this,11:37.0,11:42.0,00:05.0,,SV,,,,
18143,9,1,T1 ,,okay I got it so okay,11:44.0,11:48.0,00:04.0,,SV,,,,
18144,9,1,T1 ,what's happening to my mouse what the,,11:48.0,11:55.0,00:07.0,SV,,,,,
18145,9,1,T1 ,,do you have a mouse,11:55.0,11:56.0,00:01.0,,SV,,,,
18146,9,1,T1 ,yeah,,11:57.0,11:57.0,00:00.0,SV,,,,,
18147,9,1,T1 ,,oh I don't have a mouse,11:58.0,11:59.0,00:01.0,,SV,,,,
18148,9,1,T1 ,,I just have a stylus thing,11:59.0,12:01.0,00:02.0,,SV,,,,
18149,9,1,T1 ,I mean it was working,,12:01.0,12:02.0,00:01.0,SV,,,,,
18150,9,1,T1 ,but it's not working anymore,,12:02.0,12:04.0,00:02.0,SV,,,,,
18151,9,1,T1 ,and I (inaudible),,12:05.0,12:06.0,00:01.0,SV,,,,,
18152,9,1,T1 ,,oh,12:06.0,12:06.0,00:00.0,,SV,,,,
18153,9,1,T1 ,the vision,,12:09.0,12:10.0,00:01.0,SV,,,,,
18154,9,1,T1 ,okay so just ignore it,,12:10.0,12:20.0,00:10.0,SV,,,,,
18155,9,1,T1 ,just ignore it,,12:23.0,12:27.0,00:04.0,SV,,,,,
18156,9,1,T1 ,so I believe you have about forty-four both the sides,,12:28.0,12:31.0,00:03.0,,,,,,
18157,9,1,T1 ,,,12:28.0,13:55.0,01:27.0,,,,,,
18158,9,1,T1 ,so they will come out x equals,,12:31.0,12:33.0,00:02.0,,,,,,
18159,9,1,T1 ,pause filler what's forty-four divided by two hundred and twenty,,12:40.0,12:43.0,00:03.0,,,,,,
18160,9,1,T1 ,,well,12:47.0,12:47.0,00:00.0,,,,,,
18161,9,1,T1 ,,yeah forty-four goes in at twenty-two two times right,12:47.0,12:53.0,00:06.0,,,,,,
18162,9,1,T1 ,,no wait,12:55.0,12:56.0,00:01.0,,,,,,
18163,9,1,T1 ,oh man you (inaudible) two yeah and then,,12:57.0,13:01.0,00:04.0,,,,,,
18164,9,1,T1 ,,all right no twenty-two goes in at forty-four two times,13:01.0,13:04.0,00:03.0,,,,,,
18165,9,1,T1 ,,pause filler forty-four doesn't go on twenty-two so,13:04.0,13:07.0,00:03.0,,,,,,
18166,9,1,T1 ,probably (inaudible) number,,13:07.0,13:08.0,00:01.0,,,,,,
18167,9,1,T1 ,,it's going the two hundred and twenty-two,13:08.0,13:11.0,00:03.0,,,,,,
18168,9,1,T1 ,,I don't know what that is pause filler,13:11.0,13:14.0,00:03.0,,,,,,
18169,9,1,T1 ,,I have no idea,13:14.0,13:18.0,00:04.0,,,,,,
18170,9,1,T1 ,,there's no calculator obviously,13:18.0,13:20.0,00:02.0,,SV,,,,
18171,9,1,T1 ,well forty-four times,,13:20.0,13:25.0,00:05.0,,,,,,
18172,9,1,T1 ,oh Jesus,,13:25.0,13:26.0,00:01.0,SV,,,,,
18173,9,1,T1 ,what's nine times four,,13:27.0,13:31.0,00:04.0,,,,,,
18174,9,1,T1 ,,nine times four is thirty-two thirty-one I don't know if thirty-one thirty-two,13:31.0,13:36.0,00:05.0,,,,,,
18175,9,1,T1 ,,is it thirty-two,13:36.0,13:38.0,00:02.0,,,,,,
18176,9,1,T1 ,two,,13:38.0,13:38.0,00:00.0,,,,,,
18177,9,1,T1 ,,yeah so two,13:38.0,13:39.0,00:01.0,,,,,,
18178,9,1,T1 ,yeah it would be six,,13:39.0,13:43.0,00:04.0,,,,,,
18179,9,1,T1 ,well (inaudible),,13:45.0,13:45.0,00:00.0,,,,,,
18180,9,1,T1 ,so then,,13:45.0,13:47.0,00:02.0,,,,,,
18181,9,1,T1 ,(inaudible) five,,13:53.0,13:53.0,00:00.0,,,,,,
18182,9,1,T1 ,,okay yeah,13:53.0,13:55.0,00:02.0,,,,,,
18183,9,1,T1 ,,,13:55.0,15:51.0,01:56.0,,,,,,
18184,9,1,T1 ,pause filler okay,,13:55.0,13:56.0,00:01.0,,,,,,
18185,9,1,T1 ,so,,13:57.0,13:57.0,00:00.0,,,,,,
18186,9,1,T1 ,I don't know,,13:57.0,14:06.0,00:09.0,,,,,,
18187,9,1,T1 ,I think we add thirteen,,14:06.0,14:17.0,00:11.0,,,,,,
18188,9,1,T1 ,and below you would add nine I believe,,14:19.0,14:21.0,00:02.0,,,,,,
18189,9,1,T1 ,,I think so yeah,14:22.0,14:22.0,00:00.0,,,,,,
18190,9,1,T1 ,forty-one,,14:35.0,14:39.0,00:04.0,,,,,,
18191,9,1,T1 ,and it would be two thirty-two right,,14:39.0,14:42.0,00:03.0,,,,,,
18192,9,1,T1 ,,forty-one plus nine is that fifty,14:42.0,14:44.0,00:02.0,,,,,,
18193,9,1,T1 ,,and one is ten,14:45.0,14:47.0,00:02.0,,,,,,
18194,9,1,T1 ,,fifty yeah,14:47.0,14:53.0,00:06.0,,,,,,
18195,9,1,T1 ,,pause filler,14:53.0,14:54.0,00:01.0,,,,,,
18196,9,1,T1 ,what is this,pause filler,14:55.0,14:55.0,00:00.0,,,,,,
18197,9,1,T1 ,equals something,,14:55.0,14:56.0,00:01.0,,,,,,
18198,9,1,T1 ,,yeah just like divide it by three,14:57.0,14:59.0,00:02.0,,,,,,
18199,9,1,T1 ,,and then you'll get the answer,14:59.0,15:00.0,00:01.0,,,,,,
18200,9,1,T1 ,,and that's it,15:00.0,15:02.0,00:02.0,,,,,,
18201,9,1,T1 ,oh thirteen wait what,,15:02.0,15:05.0,00:03.0,,,,,,
18202,9,1,T1 ,,because pause filler there's a thirteen p,15:05.0,15:07.0,00:02.0,,,,,,
18203,9,1,T1 ,,so then you want to get rid of that thirteen,15:08.0,15:10.0,00:02.0,,,,,,
18204,9,1,T1 ,,so it's just p,15:10.0,15:11.0,00:01.0,,,,,,
18205,9,1,T1 ,,so you just divide it by thirteen on both sides,15:11.0,15:14.0,00:03.0,,,,,,
18206,9,1,T1 ,,and then you'll get p,15:14.0,15:15.0,00:01.0,,,,,,
18207,9,1,T1 ,,but I don't know what thirteen divided by fifty or whatever it is,15:15.0,15:18.0,00:03.0,,,,,,
18208,9,1,T1 ,,some sort of a number,15:18.0,15:20.0,00:02.0,,,,,,
18209,9,1,T1 ,pause filler or maybe is three,,15:21.0,15:27.0,00:06.0,,,,,,
18210,9,1,T1 ,sorry,,15:27.0,15:27.0,00:00.0,,,,,,
18211,9,1,T1 ,,it's okay,15:27.0,15:30.0,00:03.0,,,,,,
18212,9,1,T1 ,and then maybe not,,15:30.0,15:34.0,00:04.0,,,,,,
18213,9,1,T1 ,five,,15:34.0,15:36.0,00:02.0,,,,,,
18214,9,1,T1 ,,and then I don't know,15:36.0,15:45.0,00:09.0,,,,,,
18215,9,1,T1 ,,no whatever fifty divided by thirteen is,15:46.0,15:50.0,00:04.0,,,,,,
18216,9,1,T1 ,I'll just skip it,,15:50.0,15:52.0,00:02.0,,,,,,
18217,9,1,T1 ,,,15:52.0,16:29.0,00:37.0,,,,,,
18218,9,1,T1 ,there this is easy,,15:52.0,15:56.0,00:04.0,,,,,,
18219,9,1,T1 ,minus ten right,,15:58.0,15:59.0,00:01.0,,,,,,
18220,9,1,T1 ,,yeah,16:00.0,16:01.0,00:01.0,,,,,,
18221,9,1,T1 ,a hundred percent sure,,16:03.0,16:06.0,00:03.0,,,,,,
18222,9,1,T1 ,,pause filler six x minus twenty-four is four,16:08.0,16:12.0,00:04.0,,,,,,
18223,9,1,T1 ,the whole thing is four,,16:12.0,16:12.0,00:00.0,,,,,,
18224,9,1,T1 ,,I think so because if you subtract ten from both sides,16:13.0,16:17.0,00:04.0,,,,,,
18225,9,1,T1 ,,then that six x equals twenty-four,16:17.0,16:19.0,00:02.0,,,,,,
18226,9,1,T1 ,,and six times four equals twenty-four right,16:19.0,16:28.0,00:09.0,,,,,,
18227,9,1,T1 ,mm-hmm,,16:23.0,16:24.0,00:01.0,,,,,,
18228,9,1,T1 ,,,16:34.0,17:56.0,01:22.0,,,,,,
18229,9,1,T1 ,,okay,16:34.0,16:34.0,00:00.0,,,,,,
18230,9,1,T1 ,yeah I think you add twenty-two since this one is another variable,,16:34.0,16:39.0,00:05.0,,,,,,
18231,9,1,T1 ,so twenty-two huh sixty-two,,16:39.0,16:45.0,00:06.0,,,,,,
18232,9,1,T1 ,,sixty-two,16:50.0,16:53.0,00:03.0,,,,,,
18233,9,1,T1 ,wait what,,16:53.0,16:54.0,00:01.0,,,,,,
18234,9,1,T1 ,pause filler so would you divide it four,,17:00.0,17:01.0,00:01.0,,,,,,
18235,9,1,T1 ,I think there's something wrong,,17:01.0,17:05.0,00:04.0,,,,,,
18236,9,1,T1 ,so you add twenty-two right,,17:11.0,17:12.0,00:01.0,,,,,,
18237,9,1,T1 ,,yeah you add twenty-two,17:13.0,17:14.0,00:01.0,,,,,,
18238,9,1,T1 ,,so then it would be sixty-two,17:15.0,17:17.0,00:02.0,,,,,,
18239,9,1,T1 ,but then plus fifteen k,,17:17.0,17:23.0,00:06.0,,,,,,
18240,9,1,T1 ,,sixty-two equals fifteen k,17:23.0,17:26.0,00:03.0,,,,,,
18241,9,1,T1 ,oh yeah okay,,17:27.0,17:32.0,00:05.0,,,,,,
18242,9,1,T1 ,,okay and then pause filler,17:32.0,17:34.0,00:02.0,,,,,,
18243,9,1,T1 ,,well sixty-two doesn't go into fifteen or fifteen doesn't go into sixty-two,17:34.0,17:38.0,00:04.0,,,,,,
18244,9,1,T1 ,and I think (inaudible) like it's a decimal,,17:39.0,17:40.0,00:01.0,,,,,,
18245,9,1,T1 ,,yeah,17:41.0,17:42.0,00:01.0,,,,,,
18246,9,1,T1 ,point something,,17:42.0,17:44.0,00:02.0,,,,,,
18247,9,1,T1 ,and just skip it,,17:44.0,17:50.0,00:06.0,,,,,,
18248,9,1,T1 ,,mm-hmm,17:49.0,17:57.0,00:08.0,,,,,,
18249,9,1,T1 ,,,17:58.0,18:38.0,00:40.0,,,,,,
18250,9,1,T1 ,okay minus twelve,,17:59.0,18:01.0,00:02.0,,,,,,
18251,9,1,T1 ,pause filler twenty-one equals seven x,,18:07.0,18:09.0,00:02.0,,,,,,
18252,9,1,T1 ,which is three,,18:10.0,18:11.0,00:01.0,,,,,,
18253,9,1,T1 ,right,,18:15.0,18:15.0,00:00.0,,,,,,
18254,9,1,T1 ,,I think so,18:17.0,18:17.0,00:00.0,,,,,,
18255,9,1,T1 ,,wait yeah,18:17.0,18:18.0,00:01.0,,,,,,
18256,9,1,T1 ,,I'll solve twenty-one,18:20.0,18:23.0,00:03.0,,,,,,
18257,9,1,T1 ,are you sure,,18:24.0,18:26.0,00:02.0,,,,,,
18258,9,1,T1 ,,I don't know (laughter),18:26.0,18:27.0,00:01.0,,,,,,
18259,9,1,T1 ,,let's see,18:27.0,18:27.0,00:00.0,,,,,,
18260,9,1,T1 ,,yeah twenty-one,18:28.0,18:29.0,00:01.0,,,,,,
18261,9,1,T1 ,,and you divide it by seven,18:29.0,18:31.0,00:02.0,,,,,,
18262,9,1,T1 ,,so then twenty-one divided by seven is three,18:32.0,18:34.0,00:02.0,,,,,,
18263,9,1,T1 ,,so then x equals three yeah,18:34.0,18:37.0,00:03.0,,,,,,
18264,9,1,T1 ,,,18:42.0,19:10.0,00:28.0,,,,,,
18265,9,1,T1 ,wow,,18:43.0,18:43.0,00:00.0,SV,,,,,
18266,9,1,T1 ,I don't even think this is on my sheet,,18:43.0,18:54.0,00:11.0,SV,,,,,
18267,9,1,T1 ,you never did no,,18:59.0,19:00.0,00:01.0,SV,,,,,
18268,9,1,T1 ,I don't know,,19:02.0,19:03.0,00:01.0,SV,,,,,
18269,9,1,T1 ,,pause filler no,19:04.0,19:04.0,00:00.0,,,,,,
18270,9,1,T1 ,,I think you should skip it,19:04.0,19:09.0,00:05.0,,SV,,,,
18271,9,1,T1 ,,,19:15.0,20:58.0,01:43.0,,,,,,
18272,9,1,T1 ,it's even worse,,19:15.0,19:19.0,00:04.0,SV,,,,,
18273,9,1,T1 ,,are they not on your sheet,19:19.0,19:21.0,00:02.0,,SV,,,,
18274,9,1,T1 ,,or are they on your sheet,19:21.0,19:22.0,00:01.0,,SV,,,,
18275,9,1,T1 ,I don't know,,19:27.0,19:32.0,00:05.0,SV,,,,,
18276,9,1,T1 ,yeah,mm-hmm,19:32.0,19:33.0,00:01.0,SV,,,,,
18277,9,1,T1 ,oh,,19:33.0,19:33.0,00:00.0,,,,,,
18278,9,1,T1 ,I guess you would subtract k,,19:33.0,19:45.0,00:12.0,,,,,,
18279,9,1,T1 ,so then it will come out as,,19:47.0,19:52.0,00:05.0,,,,,,
18280,9,1,T1 ,I believe it will come out as negative ten since you're carrying it with me,,19:54.0,19:59.0,00:05.0,,,,,,
18281,9,1,T1 ,wow,,20:01.0,20:01.0,00:00.0,,,,,,
18282,9,1,T1 ,and then it's seven k minus sixty,,20:03.0,20:06.0,00:03.0,,,,,,
18283,9,1,T1 ,mm-hmm,,20:06.0,20:07.0,00:01.0,,,,,,
18284,9,1,T1 ,and then since this one is (inaudible),,20:07.0,20:12.0,00:05.0,,,,,,
18285,9,1,T1 ,,mm-hmm,20:07.0,20:09.0,00:02.0,,,,,,
18286,9,1,T1 ,I believe you will plus ten to each side,,20:12.0,20:15.0,00:03.0,,,,,,
18287,9,1,T1 ,so then seven k would equal seventy-eight,,20:17.0,20:20.0,00:03.0,,,,,,
18288,9,1,T1 ,but I don't think seven goes into seventy-eight,,20:22.0,20:25.0,00:03.0,,,,,,
18289,9,1,T1 ,pause filler it doesn't,,20:25.0,20:26.0,00:01.0,,,,,,
18290,9,1,T1 ,,I don't think it does,20:26.0,20:31.0,00:05.0,,,,,,
18291,9,1,T1 ,it does not seventy,,20:31.0,20:34.0,00:03.0,,,,,,
18292,9,1,T1 ,seventy-seven times,,20:35.0,20:37.0,00:02.0,,,,,,
18293,9,1,T1 ,it will have to come out with the (inaudible),,20:37.0,20:40.0,00:03.0,,,,,,
18294,9,1,T1 ,I guess a fraction,,20:40.0,20:40.0,00:00.0,,,,,,
18295,9,1,T1 ,so I would imagine it will come out as a fraction,,20:44.0,20:49.0,00:05.0,,,,,,
18296,9,1,T1 ,so something will equal k and,,20:49.0,20:56.0,00:07.0,,,,,,
18297,9,1,T1 ,what does k comes as a fraction,,20:56.0,20:58.0,00:02.0,,,,,,
18298,9,1,T1 ,,okay what,20:58.0,20:58.0,00:00.0,,,,,,
18299,9,1,T1 ,I'm on again,,20:58.0,20:59.0,00:01.0,SV,,,,,
18300,9,1,T1 ,where are they,,21:04.0,21:05.0,00:01.0,SV,,,,,
18301,9,1,T1 ,,I don't know where they are,21:05.0,21:06.0,00:01.0,,SV,,,,
18302,9,1,T1 ,well I'm going to go get them,,21:06.0,21:08.0,00:02.0,SV,,,,,
18303,9,1,T1 ,,okay,21:09.0,21:09.0,00:00.0,,SV,,,,
18304,9,1,T1 ,moving couldn't get it yeah I'll add it,,21:12.0,21:30.0,00:18.0,,,,,,
18305,9,1,T1 ,(inaudible),,21:30.0,21:31.0,00:01.0,,,,,,
18306,9,1,T1 ,,okay,22:05.0,22:05.0,00:00.0,,,,,,
18307,9,1,T1 ,,mm-hmm,22:37.0,22:38.0,00:01.0,,,,,,
18308,9,1,T1 ,there,,22:39.0,22:39.0,00:00.0,,,,,,
18309,9,1,T1 ,yup,,22:40.0,22:40.0,00:00.0,,,,,,
18310,9,1,T1 ,uh-uh,,22:44.0,22:59.0,00:15.0,,,,,,
18311,9,1,T1 ,,,23:08.0,23:54.0,00:46.0,,,,,,
18312,9,1,T1 ,so (inaudible) come out,,23:10.0,23:11.0,00:01.0,,,,,,
18313,9,1,T1 ,and go and get her,,23:11.0,23:12.0,00:01.0,,,,,,
18314,9,1,T1 ,,I don't know,23:12.0,23:12.0,00:00.0,,,,,,
18315,9,1,T1 ,,I like went out there,23:12.0,23:13.0,00:01.0,,,,,,
18316,9,1,T1 ,,and he's like you've unlocked the bonus round or something,23:13.0,23:17.0,00:04.0,,,,,,
18317,9,1,T1 ,,and now they're like more problems up on your screen right now,23:17.0,23:21.0,00:04.0,,,,,,
18318,9,1,T1 ,,I don't know what these are,23:23.0,23:27.0,00:04.0,,,,,,
18319,9,1,T1 ,,wait (inaudible),23:27.0,23:27.0,00:00.0,,,,,,
18320,9,1,T1 ,,oh what's this,23:27.0,23:28.0,00:01.0,,,,,,
18321,9,1,T1 ,did he give you your paper back,,23:28.0,23:32.0,00:04.0,,,,,,
18322,9,1,T1 ,,no,23:32.0,23:32.0,00:00.0,,,,,,
18323,9,1,T1 ,I have mine back,,23:33.0,23:35.0,00:02.0,,,,,,
18324,9,1,T1 ,,I don't have mine back,23:35.0,23:37.0,00:02.0,,,,,,
18325,9,1,T1 ,,did they grade it or something,23:38.0,23:39.0,00:01.0,,,,,,
18326,9,1,T1 ,uh-uh,,23:39.0,23:40.0,00:01.0,,,,,,
18327,9,1,T1 ,,okay that's good,23:40.0,23:41.0,00:01.0,,,,,,
18328,9,1,T1 ,I'm pretty sure I got those wrong,,23:41.0,23:44.0,00:03.0,,,,,,
18329,9,1,T1 ,I barely could answer,,23:44.0,23:45.0,00:01.0,,,,,,
18330,9,1,T1 ,there's another one,,23:47.0,23:49.0,00:02.0,,,,,,
18331,9,1,T1 ,,I don't know how to work this thing,23:49.0,23:51.0,00:02.0,,,,,,
18332,9,1,T1 ,,it's not like,23:53.0,23:54.0,00:01.0,,,,,,
18333,9,1,T1 ,so you would tract four I mean you would subtract four,,24:07.0,24:19.0,00:12.0,,,,,,
18334,9,1,T1 ,,,24:13.0,27:57.0,03:44.0,,,,,,
18335,9,1,T1 ,,,24:13.0,26:00.0,01:47.0,,,,,,
18336,9,1,T1 ,wait okay so you will minus four,,24:19.0,24:30.0,00:11.0,,,,,,
18337,9,1,T1 ,so then I guess it will be negative thirty-three equals two minus fifteen,,24:30.0,24:41.0,00:11.0,,,,,,
18338,9,1,T1 ,sorry for my handwriting,,24:42.0,24:47.0,00:05.0,SV,,,,,
18339,9,1,T1 ,,it's okay,24:47.0,24:48.0,00:01.0,,SV,,,,
18340,9,1,T1 ,and then oh no I don't know because none of them has the variable,,24:48.0,24:55.0,00:07.0,,,,,,
18341,9,1,T1 ,,pause filler if you subtracted r since you have two rs when you just have an r now,24:55.0,24:59.0,00:04.0,,,,,,
18342,9,1,T1 ,,because,25:01.0,25:01.0,00:00.0,,,,,,
18343,9,1,T1 ,no because I subtract the r,,25:01.0,25:05.0,00:04.0,,,,,,
18344,9,1,T1 ,so that took my rs away,,25:05.0,25:19.0,00:14.0,,,,,,
18345,9,1,T1 ,oh man,,25:19.0,25:19.0,00:00.0,,,,,,
18346,9,1,T1 ,wow (inaudible),,25:20.0,25:20.0,00:00.0,,,,,,
18347,9,1,T1 ,,what's on the paper,25:21.0,25:22.0,00:01.0,,,,,,
18348,9,1,T1 ,you just subtract y from well on this one it says subtract y from both sides,,25:23.0,25:27.0,00:04.0,,,,,,
18349,9,1,T1 ,and you will add the number,,25:28.0,25:29.0,00:01.0,,,,,,
18350,9,1,T1 ,and you will divide it,,25:29.0,25:30.0,00:01.0,,,,,,
18351,9,1,T1 ,but then I wouldn't have anymore immobiles,,25:32.0,25:33.0,00:01.0,,,,,,
18352,9,1,T1 ,I guess I'll just do it,,25:33.0,25:35.0,00:02.0,,,,,,
18353,9,1,T1 ,well minus r,,25:35.0,25:41.0,00:06.0,,,,,,
18354,9,1,T1 ,oh man,,25:42.0,25:43.0,00:01.0,,,,,,
18355,9,1,T1 ,so thirty-three equals two minus fifteen,,25:46.0,25:52.0,00:06.0,,,,,,
18356,9,1,T1 ,well pause filler I'm just going to skip it,,25:55.0,26:00.0,00:05.0,SV,,,,,
18357,9,1,T1 ,,okay,26:00.0,26:00.0,00:00.0,,,,,,
18358,9,1,T1 ,,,26:06.0,27:57.0,01:51.0,,,,,,
18359,9,1,T1 ,do you (inaudible),,26:06.0,26:07.0,00:01.0,,,,,,
18360,9,1,T1 ,okay,,26:07.0,26:07.0,00:00.0,,,,,,
18361,9,1,T1 ,,no,26:07.0,26:07.0,00:00.0,,,,,,
18362,9,1,T1 ,I do believe he subtract he subtract use of a come negative forty-two,,26:09.0,26:26.0,00:17.0,,,,,,
18363,9,1,T1 ,equals eight plus four,,26:27.0,26:32.0,00:05.0,,,,,,
18364,9,1,T1 ,pause filler now I don't know if we will subtract eight for four,,26:41.0,26:48.0,00:07.0,,,,,,
18365,9,1,T1 ,but I do believe that we might subtract four,,26:49.0,26:54.0,00:05.0,,,,,,
18366,9,1,T1 ,oh it would be thirty-eight I think then it will equal eight,,26:54.0,27:01.0,00:07.0,,,,,,
18367,9,1,T1 ,but I don't know,,27:02.0,27:02.0,00:00.0,,,,,,
18368,9,1,T1 ,eight doesn't go to thirty-eight,,27:02.0,27:03.0,00:01.0,,,,,,
18369,9,1,T1 ,it does on the thirty-two,,27:03.0,27:04.0,00:01.0,,,,,,
18370,9,1,T1 ,pause filler I mean we should match eight,,27:08.0,27:13.0,00:05.0,,,,,,
18371,9,1,T1 ,so then if we would minus eight what would come out as a regular solution,,27:17.0,27:22.0,00:05.0,,,,,,
18372,9,1,T1 ,,pause filler plus eight,27:23.0,27:25.0,00:02.0,,,,,,
18373,9,1,T1 ,,what's forty-two minus eight,27:27.0,27:28.0,00:01.0,,,,,,
18374,9,1,T1 ,,it's like thirty something pause filler,27:28.0,27:31.0,00:03.0,,,,,,
18375,9,1,T1 ,yes thirty-two,,27:31.0,27:32.0,00:01.0,,,,,,
18376,9,1,T1 ,,well wouldn't it be thirty-four,27:32.0,27:36.0,00:04.0,,,,,,
18377,9,1,T1 ,no well because four,,27:38.0,27:40.0,00:02.0,,,,,,
18378,9,1,T1 ,,like if you subtracted eight from forty-two wouldn't it be thirty-four,27:41.0,27:46.0,00:05.0,,,,,,
18379,9,1,T1 ,uh-uh,,27:54.0,27:55.0,00:01.0,,,,,,
18380,9,1,T1 ,,good,28:02.0,28:02.0,00:00.0,,,,,,
18381,9,1,T1 ,hello,,28:02.0,28:03.0,00:01.0,,,,,,
18382,9,1,T1 ,,thank you,28:11.0,28:12.0,00:01.0,,,,,,
18383,9,1,T1 ,,okay,28:16.0,28:16.0,00:00.0,,,,,,
18384,9,1,T1 ,oh I want to take a nap,,28:35.0,28:38.0,00:03.0,,,,,,
18385,9,1,T1 ,,they gave me some Skittles,28:41.0,28:45.0,00:04.0,,,,,,
18386,9,1,S2 ,,,28:42.0,34:35.0,05:53.0,,,,,,
18387,9,1,S2 ,the wild berry ones,,28:47.0,28:48.0,00:01.0,,,,,,
18388,9,1,S2 ,I want to take a nap,,28:49.0,28:54.0,00:05.0,,,,,,SD
18389,9,1,S2 ,,your person is looking at me,28:56.0,28:58.0,00:02.0,,,,,,
18390,9,1,S2 ,who,,28:59.0,28:59.0,00:00.0,,,,,,
18391,9,1,S2 ,,the person who's like coming into your room,29:01.0,29:04.0,00:03.0,,,,,,
18392,9,1,S2 ,,she just walked in here,29:04.0,29:05.0,00:01.0,,,,,,
18393,9,1,S2 ,mm-hmm,,29:07.0,29:07.0,00:00.0,,,,,,
18394,9,1,S2 ,why (inaudible) around here,,29:07.0,29:08.0,00:01.0,,,,,,
18395,9,1,S2 ,,mm-hmm,29:07.0,29:15.0,00:08.0,,,,,,
